review_id,product_id,rating,comment,created_at,sentiment_label,sentiment_score
474244122,870669244,5,"gloosu denedim ve çok güzel setini tamamlamak istiyorum hemen sürümü çok güzel, kokusuna diyecek yok buram buram cilek kokuyor çok tatlı",1740078953898,positive,0.9956757426261902
547029410,870669244,5,Tek kelimeyle mükemmel bir ürün aldığımdan beri sadece bunu kullanıyorum cevremdekilerde çok beğendi yani öbür markalar yanından bile geçemez,1748544950980,positive,0.9982073307037354
549200082,870669244,5,Çok güzel,1749421356348,positive,0.9831531643867493
474717890,870669244,5,Kızlar kesinlikle alın aldırdın o kadar güzel kii ❤️,1740241998064,positive,0.9968686699867249
481580959,870669244,5,Her rengi ayrı güzellll favori gloslarımdan birtanesi 👉🏽👈🏽🫶🏽,1742474392979,positive,0.9974349141120911
563180782,870669244,5,çok beğendim,1755145337305,positive,0.989382803440094
568844383,870669244,5,Aşırı güzel fiyatını hakediyor,1757496899854,negative,0.9299910664558411
563877210,870669244,5,aşırı iyi çok güzel nemlendiriyor rengi de harika bu fiyata bu kadar iyi beklemiyordum,1755441254203,positive,0.9519376754760742
485670992,870669244,5,Çok canlııı ve tadı harika,1743857792500,positive,0.9861976504325867
544422599,870669244,5,müthiş rengi efsane,1747774105713,positive,0.9966070652008057
462747104,870669244,5,stokladım aşırı iyi,1736519703437,negative,0.9490146636962891
463543927,870669244,5,Bu kadar güzel bir dudak ürünü görmedim kullanmadım o kadar güzel kokuyor ki aşık oldum diyebilirim hele metal başlık o kadar güzel ki dışı da güzel alın aldırın,1736763038290,positive,0.9973596930503845
601413591,870669244,5,Rengiii muhteşemm diğer rengini de çok severek kullanıyorum elim başka ürünlere gitmiyor resmen aşk yaşıyoruz❤️ bakmak isterseniz ig: birranne.birhemsiree öne çıkanlarda sabit✨,1767468931469,positive,0.9975507855415344
482002740,870669244,5,çok beğendim ikisinden de aldım,1742574060882,positive,0.9604945778846741
554347878,870669244,5,Mükemmel bir ürün,1751537818231,positive,0.9965724945068359
618167580,870669244,5,İndirimdeyken aldım dolgun gösteriyo ve ağdalanma yapmıyo çok güzel,1772794447699,positive,0.9071661233901978
479402539,870669244,5,Dedikleri kadar var mükemmel ❤️,1741861241594,positive,0.9979904890060425
547595264,870669244,5,çok seviyorum ve her zaman alacağım bir ürün,1748719962872,positive,0.997071385383606
578520928,870669244,5,Çok güzel rengi,1760807007446,positive,0.9759312272071838
486786055,870669244,5,Yanımdan asla ayırmıyorum mükemmel bir parlatıcı,1744268997991,positive,0.998471200466156
490641341,870669244,5,ürün o kadar güzel ve o kadar doğal duruyor ki kokusu aşşırı güzel sürme şekli de çok iyi almak isteyenlere tavsiye ederim ☺️,1745828540570,positive,0.9911314845085144
602137794,870669244,4,Gayet güzel beğendim,1767712604812,positive,0.9105897545814514
474218583,870669244,5,"bir süredir kullanıyorum, renk vermesi başarılı uzun süre nemli tuttu dudaklarımı",1740073889497,positive,0.9181216955184937
489253910,870669244,5,Çok seviyorum. Dudakta duruşu çok güzel.,1745225310617,positive,0.9951393604278564
571858596,870669244,5,Alıpta memnun kamadığım tek bir ürünleri yok. Çok daha iyi yerleri hakediyor. Bayıldımm resmenn😍,1758558757945,positive,0.9957461953163147
487442322,870669244,5,yine harika ben bir kremi bağımlısıyım,1744483286776,positive,0.9745906591415405
468039673,870669244,5,Çok beğendim kokusu tadı harika,1738086318156,positive,0.9796062111854553
560534566,870669244,5,Hem nemlendrici hem parlatıcı çok güzeller,1754001023953,positive,0.9438450932502747
564288006,870669244,5,çok begendim ürünü kokusu (tadı 🤭) harika cok güzel dogal.bir renk veriyor dudaklarimin kendi rengiymis gibi duruyor ve uzun süre nemli tutuyor,1755613270998,positive,0.9861775636672974
566135988,870669244,5,"Ürüne bayildiiimmmm, sürüşü, rengi muhteşem. bittikçe alacağım",1756367487432,positive,0.9935438632965088
480119080,870669244,5,Kokusu muhteşem dokusu da oldukça iyi yanında gönderdiğin minik hediye içinde teşekkür ederim,1742059108889,positive,0.9365916848182678
584893793,870669244,5,çok beğendim,1762849565725,positive,0.989382803440094
472525390,870669244,5,stok yaptım çok güzel ürün,1739539191181,positive,0.9570323824882507
597247311,870669244,5,Bi lipglostan olay buralara geldi. Çok seviyorum bu markayı. Düşünmeden her ürününü alabilirsiniz. Kremi ❤️ ben,1766121819415,positive,0.998785674571991
471467689,870669244,5,Çok güzel nemlendiriyor ve çok güzel kokuyor kokusunu kapağı kapalıyken bile alıyorum o derece güzel ayrıca dudaklarınızın ışıl ışıl parlamasını istiyorsanız almanızı şiddetle tavsiye ederim. 🐇🐇,1739224043098,positive,0.9833085536956787
599219127,870669244,5,Bütün renklerini aldım diyebilirim sürümü çok güzel özellikle bunun kokusu çok tatlı,1766687927221,positive,0.914046049118042
461478714,870669244,5,bittikçe alacağım bir balm muhteşem,1736197259080,positive,0.9984239339828491
490155232,870669244,5,Aksam sürüo yattığımda sabah dudaklarım pürüzsüzdü inanilmaz güzel dudaklarım artık kurumuyor çantamda hep bulunuyor alinn,1745585654025,positive,0.997613787651062
559952607,870669244,5,Çok beğendim yapısı kokusu çok güzel. Stok yapmalık,1753785030876,positive,0.9621986150741577
591119638,870669244,5,çok beğendim gerçekten yumuşacık yapıyor ve mis gibi kokuyor,1764422766129,positive,0.9926199316978455
480533429,870669244,5,çok beğendim,1742210283458,positive,0.989382803440094
501464587,870669244,5,Elimden düşürmüyorum yeğenime de aldım enfesss,1746432906737,positive,0.9966667294502258
453845692,870669244,5,"ahhhh şu ürün 🫠🫠🫠❤️ @magazinekusu tavsiyesi üzerine aldım gerçekten dudaklarım bu kadar güzel ve özel hissetmemişti kendini 🤣 sürdüğün an havan değişiyor çağrıdayken kendimi izliyorum 🤣 kahve rengi olanda kahve krizi gelip yapma fırsatım olmayınca sürüyorum bir süre kahve isteğimi kesiyor 😀 stokladım, alın aldırın 🥰 testerler için teşekkürleeeer 🫶",1734715749398,positive,0.9865992069244385
517804108,870669244,4,Rengi dudakta duruşu çok tatlı 🩷,1746693555281,positive,0.9323607087135315
483246766,870669244,5,Böyle bir güzellik yok hem renk veriyor hem nemlendiriyor bayıldım 3 rengini de aldım severek kullanıyorum. Aplikatörü de süper dudaklarımı rahatlatıyor.,1742965340355,positive,0.975343644618988
489960353,870669244,5,Cok begendim rengi dokusu durusumuthis 2 tane de dudak serumu hediye gondermisler cok tesekkur ediyorum✨️🎀💌🧚🏻‍♀️,1745506262739,positive,0.9914658069610596
585260528,870669244,5,çok severek kullandım ikinci alışım,1762924484122,positive,0.9617025256156921
476697020,870669244,5,"Arkadaşımın önerisiyle aldım kokusu ve dokusu gayet hoş , gloss gibi görünse de gloss beklentisi olmasın",1740993311723,negative,0.8585340976715088
593464625,870669244,5,Ayy çantamdan eksik etmiyorum çookkk güzellll,1765011788813,positive,0.9966037273406982
585388937,870669244,5,Çok güzel yapısı kokusu bayıldım,1762949274429,positive,0.9829062819480896
580999169,870669244,5,Assiri guzel yapisi var ve kokulari harika bayildimm,1761723843694,positive,0.990725576877594
585677373,870669244,5,Çok güzel ikiside harika,1763016245426,positive,0.9901189804077148
474491125,870669244,5,Daha önce diğer rengini de almıştım çok güzeller severek kullanıyorum hediye için teşekkürler❤️,1740159531654,positive,0.9377303123474121
577923827,870669244,5,Bundan 2 tane bitirdim güzel nemlendiriyor,1760616086724,positive,0.6620810627937317
485244929,870669244,5,İki rengini aldım. Yapısı rengi harika bir ürün.,1743706833464,negative,0.5357534885406494
585383987,870669244,4,Normal bi lip balm,1762948458951,negative,0.9315200448036194
593974124,870669244,5,Çok güzel güvenerek alabilirsiniz dudağı çok güzel yumuşacık bir his bırakıyor 🌸,1765173559455,positive,0.993488073348999
583462224,870669244,5,Bayıldımmm,1762468391252,positive,0.9929512143135071
483058867,870669244,5,bayıldimmım diğer renkleri de var oh miss,1742903201741,positive,0.979089617729187
549219654,870669244,5,hydrating and smooth.,1749450830258,positive,0.6135668754577637
553103951,870669244,5,mmmükemmeeel kokusu dokusu tadıı bile 😻 boyutu ideal bence pigmenti de çok hoş,1751011584914,negative,0.8466387987136841
571428920,870669244,5,tavsiye ediyorum Çok güzel bir ürün,1758394742991,positive,0.97599196434021
490984455,870669244,5,Dokusu çok çok güzel rengi de muazzam,1745929768861,positive,0.9751380085945129
501899940,870669244,5,indirimde yakaladım stoklama başarıyla tamamlandı,1746563481319,positive,0.9134232401847839
574380325,870669244,4,Aşırı güzel kokuyo,1759418366290,negative,0.9746860265731812
480013342,870669244,5,Dudağa sürdükten sonra biraz bekledim ve bu şekilde yazıyorum güzel bir dudak kalemiyle güzel bir comjo olur diye düşünüyorum nemlendirmesi karikaa çöl gibi dudaklarımı su neyrine çevirdi sjsjks rengi de çok mükemmel biraz koyu olurmu diye endişe etmiştim ama gayet dudak rengi gibi duruyor hafif sürüldüğünde neşe takımı beğendi 💗,1742034083342,positive,0.9272502660751343
546498440,870669244,5,Kızlar hepsını aldım kahvesı kaldı bır aşırı ıyı cok bereketlı durusu kokuları harıka ig/sisudiiary hesabım oradan paylasıyorum merak edenlerınız varsa mutlaka yardımcı olurum,1748417087146,positive,0.9953887462615967
463411172,870669244,5,Muazzam bir koku muazzam bir nemlendirme muazzam bir renk. Bu tasarım ve kalitedeki bir ürünü uluslararası piyasada yer alması gerekirdi. Zoretanin tedavisi görüyorum nemlendirmesi gayet yeterli,1736712091530,positive,0.9936341047286987
583575743,870669244,5,Çok güzel,1762512290272,positive,0.9831531643867493
529191385,870669244,5,2 renginide aldım çok tatlış,1746775277067,positive,0.9883044958114624
591387155,870669244,5,Güzel ürün sevdim,1764497570624,negative,0.5923060774803162
486093132,870669244,5,bayıldım tek kelimeyle harika kokuları zaten efsane yapış yapış hissi yok,1744029386083,positive,0.9954448938369751
594085974,870669244,5,Harika bir renkkk,1765199073005,positive,0.9929995536804199
544000731,870669244,5,coook güzel bayildim aşırı tatlı bir renk veriyor dudağa çok doğal duruyor,1747597636613,positive,0.9949204325675964
462729610,870669244,5,çokkkk beğendim aplikatörü de rengi de mütiş,1736516053527,positive,0.9927812218666077
559216670,870669244,5,Ürün çok hızlı ve sorunsuz olarak elime ulaştı yapış yapış bir his bırakmıyor rengi dokusu çok güzel,1753443312860,positive,0.9278332591056824
477237106,870669244,5,Dün sipariş ettim bugün elimde harikasınız,1741170978054,positive,0.9892423748970032
580613063,870669244,5,Hem kardeşime hem kendime,1761569139720,positive,0.6475206017494202
592109438,870669244,5,Özellikle dudakta bıraktığı renk çok güzel hoş. Çiğ bir renk değil yani,1764674234048,positive,0.6117739677429199
482236366,870669244,5,Harika bir ürün,1742645897737,positive,0.9911041259765625
477210587,870669244,5,"Kesinlikle beklentimin çok çok üstünde bi ürün. Pigmenti harika, dudağımın en renksiz haline bile rengini verdi bunu asla beklemiyordum. Absürt bir renk tonu değil kesinlikle. Verdiği parlaklık güzel hafif lip gloss gibi. Ayrıca rengi de arttırabilirsiniz. Yapış yapış his pek yok. Metal ucu rahat bir sürüm sağlıyor. Kaliteli hissettiriyor. Diğer renklerini de sipariş vereceğim. Bayıldım bayıldıııımm 💜",1741165033476,positive,0.9947644472122192
541988208,870669244,5,çok güzel &lt;3,1746928329594,positive,0.9895976185798645
471180692,870669244,5,Stokladığım bir renk. İnanılmaz güzel,1739135365292,positive,0.9456942677497864
463656718,870669244,5,Bayıldım kokusu yapısı harika.. tatlı bir kırmızılık veriyor,1736783657669,positive,0.97645503282547
597403576,870669244,5,Çok doğal bir rengi var buram buram çilek kokuyor dudakta durusu harika doğal bir duruş sevenler tercih edebilir tam dudak rengi bayıldım,1766156838450,positive,0.9874039888381958
591790672,870669244,5,Bayıldım rengi çok güzle,1764595564204,positive,0.9757359623908997
461433342,870669244,5,Pembe olanı çok sevdiğim için bunları da denemek istedim rengi ve nemlendirmesi yine çok güzel ama favorim hala şeftaliii,1736190519405,positive,0.5596400499343872
588874747,870669244,5,Çok güzell,1763817958305,positive,0.9911841750144958
479101082,870669244,5,Çok güzel Beğendim🫶🏻 stok yaptım,1741781318213,positive,0.9881298542022705
479124479,870669244,4,Ürün hızlı geldi güzel görünüyor kokusu hoş rengi de güzel,1741785923577,negative,0.9632896184921265
473020006,870669244,5,Bu rengi de mükemmel,1739715457145,positive,0.9850354194641113
592083512,870669244,5,çok tatlı bir renk koyu durmuyor çok beğendim ben,1764669763651,positive,0.9860532879829407
545085344,870669244,5,ay cok sevdimmmmmm tam yazlıkkkkk nam nam nammm diğer renklerini de alcamm,1748000121693,positive,0.9974581599235535
545327043,870669244,5,Çok tatlıı indirimden aldım,1748074945612,negative,0.5566211342811584
556773751,870669244,5,Ya ben bunu daha önce neden almamışım. Çok güzel bence rengi de çok hoş. Pek kalıcı değil ama olsun öyle bir vaadi yok zaten. Nemlendirmesi de güzel bir de çok guzel kokuyor. Yanlışlıkla yerim diye korkuyorum😂,1752495755724,positive,0.9053016304969788
552238253,870669244,5,ben begendim gayet guzel duruyor fiyat performans alabilirsiniz,1750663556266,negative,0.8949326276779175
555636178,870669244,5,Kokusu çok güzelmiş. Hediye için teşekkür,1752060368431,positive,0.8708449602127075
616787936,870669244,5,Bayıldım rengi dokusu nemlendirmesi her şeyiyle çok güzel,1772433529487,positive,0.9793940782546997
462670560,870669244,5,Rengi dokusu çok güzel dün geldi gelir gelmez sürdüm ve çok beğendim 🥰,1736505599664,positive,0.9849490523338318
588647166,870669244,5,Çok iyi parlak,1763746553037,positive,0.7500961422920227
479267920,870669244,5,Ayymakeup önerisiyle aldığım ürünler arasında ve çok memnunum her cilt bakımı sonrasında dudaklarımı bu ürünle nemlendiriyorum kokusu yapısı tadı nefiss indirime denk getirirseniz alın geçin düşünmeden,1741812866970,positive,0.9974308609962463
595490452,870669244,5,Baya kullanışlı ürün,1765579979488,negative,0.8682056069374084
595124613,870669244,5,"Doğal bir parlaklık veriyor, çantamdan eksik etmiyorum. İki rengini de aldım",1765475894551,positive,0.985005795955658
479466907,870669244,4,"Kiraz 🍒 kokusu var eskiden piyasada olan beğendiğim glossların kokusunu anımsattı rengi hoş.. başlığı sürerken güzel bir his veriyor dudaklara. kötü yorumda okumuştum, indirim olunca denemek istedim kullandıkça belli olur şimdilik beğendim alıp denenir tester içinde tşkrlerr",1741874351229,positive,0.9110066294670105
452463238,870669244,5,Kokusu cok guzel gayet ozenli paketleme yapilmis. Rengi gunluk kullanima uygun tatli bir pembe. Dudakta yapis yapis bir his birakmiyor. Gonderilen testerlar icin tesekkurler.,1734365295564,positive,0.9350182414054871
583750118,870669244,5,Yapısı cok güzel alınnnn,1762544341243,positive,0.962589681148529
472744520,870669244,5,Kokusu aynı kiraz reçeli gibi bu kadar benzeyeni ilk defa görüyorum çok güzel 💖🎀,1739617188092,positive,0.9889688491821289
481836032,870669244,5,Bayıldım ruj gibi çok güzel yapısını da çok beğendim,1742538441998,positive,0.9840472340583801
453594794,870669244,5,çok güzel rengi yapısı baya iyi beğendim,1734675359141,positive,0.904911458492279
587426500,870669244,5,Çokkk güzell ask yasıyorum💞,1763457659217,positive,0.9968546032905579
477663650,870669244,5,"Aplikatörü ile uygulaması çok iyi, bol sürünce renk veriyor sadece az sürerseniz etkisi olmayabilir. Nemlendirmesi ve kokusu muazzam, rahatsız etmez. Aplikatörle uyguladığım anda dudaklarım yumuşacık oldu.",1741292661280,positive,0.9585292339324951
478251714,870669244,5,Çooookk tatlı bi rengi var muhteşem Bi kokusu Gün boyu süren Bi dokusu muhteşem 👌,1741509260710,positive,0.9961373209953308
465850459,870669244,5,Çok beğendim kalıcılığıda iyi,1737418783759,positive,0.970337986946106
545308114,870669244,5,Çok güzel rengine bayıldım,1748070115231,positive,0.9673598408699036
591578568,870669244,5,Arkadaşlar üründe bir problem yok gaayet güzel ama gerekli mi? Bilemedim yani güzel parlatıyor tadı kokusu falan çok güzel ama dediğim gibi kesinlikle alinmaz değil top1 değildir ama denenir yani   Düzenleme: Dudak kalemiyle harikaaa oluyor😻 kalıcılığıda bu tarz ürünlere göre çok iyi kesinlikle alınnn    Ben Lykd caramel ile kullandık sadece harikaydiii,1764533110092,positive,0.9897128343582153
462146284,870669244,5,Çok beğendim ikiside harika insta @melikeguneskacan,1736364594071,positive,0.9922269582748413
589280342,870669244,5,2 rengini alldım çok beğendim,1763963854853,positive,0.9674065113067627
472420930,870669244,4,Beğendim ama 4 ürüne 1 testerdan fazlası gönderilebilirdi,1739513561623,negative,0.9727296233177185
541851234,870669244,5,O kadar güzel nemlendiriyo renk veriyo ki her günüm bu bebeklerle,1746880399306,positive,0.9934890270233154
477730642,870669244,5,"rengine dokusuna bayıldım, severek kullanıyorum",1741329257221,positive,0.9100825786590576
547843129,870669244,5,Güzel nemlendiriyor severek kullanıyorum,1748813216986,positive,0.9471943378448486
461364399,870669244,5,Tüm renklerini aldım harika bi gloss,1736179340383,positive,0.9982047080993652
556841280,870669244,4,ba yıl dımm,1752514077414,negative,0.7845534086227417
542074166,870669244,5,Yapısına bayıldım yapış yapış hissi olmuyor rengi tonu çok güzel kalıcılığı da normal bence emeğinize sağlık,1746980857659,negative,0.9114163517951965
461954011,870669244,5,Kokusu çok güzel beğendim,1736331852984,positive,0.6622958779335022
465141822,870669244,5,"çok beğendim 203 ile çerçeveledim indirime girerse kesinlikle alırım, hoş bir renk bırakıyor dudakta.",1737199297474,positive,0.9701269268989563
564944436,870669244,5,Bayıldıgʻım bir ürün oldu. Yapısı harika ve kokusu da çok güzel çilek kokuyor dudaklara verdiği renk ve yumuşaklıkta çok iyi,1755858167088,positive,0.8560805320739746
537410668,870669244,5,Çok beğendim kullanımı kolay kokusu çok hoş,1746828540187,positive,0.9500026702880859
480571942,870669244,5,"Tek başına da sürülür, rujların üstüne de, mat rujların üstüne sürmeyi seviyorum. Renksiz olanı da var. 2.kere sipariş verdim.",1742217836781,negative,0.9933264255523682
586085990,870669244,5,Yapısı çok güzel ve çok bereketli ben sevdim kokusu da müthiş özellikle başlığı sayesinde kullanımı çok pratik oluyor,1763109208672,positive,0.8112869262695312
474094209,870669244,5,Her rengi çok güzel,1740049903140,positive,0.9919702410697937
544378643,870669244,5,Her rengini aldım severek kullanıyorum,1747761163877,positive,0.9922202229499817
463629523,870669244,5,Aşırı beğendim denemek amacıyla bir tane almıştım ama diğerlerini de almayı planlıyorum,1736778088563,negative,0.9978334307670593
571807835,870669244,5,çok iyiii çok beğendim valla,1758547128438,positive,0.9949122667312622
593013283,870669244,5,"Hafif bir cilek kokusu var. Nemlendirmesi guzel, sonradan kurutmuyor. Hafif bir renk, yogun parlaklik veriyor. Kaliciligi ortalama, yapis yapis hissettirmiyor",1764876249988,positive,0.6883954405784607
578713704,870669244,5,Çok indirimli aldım kıvamı duruşu tadı hepsi çok güzel ve sürdüğüm zaman çok uzaktan ben burdayım deyip kendini belli ediyor alınması lazım,1760889743317,positive,0.8881908059120178
576071504,870669244,5,paketlemesi güzeldi. yapısı ve parlaklığı süper,1760000475324,negative,0.810543417930603
587405855,870669244,5,teşekkürler 24 saat içinde geldi,1763453547131,positive,0.9768532514572144
478801450,870669244,5,"favori dudak nemlendiricim. rengi çok güzel, hissiyatı çok güzel. yaz rengi tavsiye ederim",1741693328361,positive,0.9669644236564636
600448091,870669244,5,Bayıldımm az bir miktar alıp dağıtmak yeterli oluyor,1767113383759,positive,0.9252994060516357
468348028,870669244,5,Baya güzell rengi dokusu kokusu çok hoş,1738176924206,positive,0.6952155828475952
471234837,870669244,5,Çok tatlı bir rengi var çok beğendim,1739174202872,positive,0.9810423851013184
489944611,870669244,5,çok güzel bir ürün 💮,1745502353962,positive,0.991809070110321
546251734,870669244,5,Sevdim başarılı,1748346816380,positive,0.9905245900154114
594123455,870669244,5,Zaten daha önce iki rengini denemiştim bu iki rengin de kararsız kalmıştım indirimdeyken almak istedim. İyi ki almışım mükemmel ötesi Yeni bağımlılığım olmuş durumda tüm renkleri indirimde stok yapıyorum,1765206935400,positive,0.9977612495422363
551913425,870669244,5,peketleme harika,1750488174889,positive,0.9888021945953369
473311602,870669244,5,cok sevdim,1739809648938,positive,0.9926252961158752
615406228,870669244,5,Çok güzelll ✨,1772006417522,positive,0.9974668025970459
588552844,870669244,5,"İndirimdeyken tüm renklerini aldım , hepsi çok güzel 🤌🏻 Ayrıca tester BB krem göndermişler onu da çok beğendim 🌸",1763727395710,positive,0.9915297031402588
551961312,870669244,5,İçeriği güzel dudakta duruşu güzel kokusu güzel daha ne olsunn❤️ kesinlikle stok yapıcammmm,1750504425815,positive,0.9569886922836304
599970079,870669244,5,Üç tane aldım üçünü de bayıldım,1766948322254,positive,0.9929053783416748
461264411,870669244,5,Allinonesalee ( Ecem Dokur ) önerisi ile aldım çok güzel dokusu yapısı sürüşü çok kolay ucu metal asla yapıl yapış değil hediyeler için çok teşekkür ederim,1736161979456,positive,0.9137216210365295
558648380,870669244,5,guzel nemlendiriyor indirimde alinabilir pigmenti guzel sık kullandığım urunler arasinda,1753219036838,positive,0.5562130212783813
592259611,870669244,5,Çok övülen bir üründü denemek için aldım fakat yanlış sipariş vermişim pembesini istiyrdm ama bunun renginide beğendim,1764699675541,negative,0.9956319332122803
466692117,870669244,5,Şeftaliden sonra bunu da denemek istedim kremi kalitesi harika,1737697659816,positive,0.9147861003875732
568098034,870669244,5,BAYİLDİMMMM son fotoğrafı aksam cektim gün isiginda daha güzel çekilirdi,1757177396847,positive,0.9904387593269348
572125989,870669244,5,Kokusu ve yapısı çok güzell,1758644188314,positive,0.9412841796875
584329915,870669244,5,Çok güzel duruyor sadece kalemle bile kullanılabilir,1762703935911,positive,0.9804832935333252
473227756,870669244,5,2 tane aldim ve alacam da cok iyi nemlendiriyor,1739792390802,positive,0.9706305861473083
465629304,870669244,5,"Çok güzel, kokusu dokusu harika 🤩",1737370956398,positive,0.9922274351119995
473930563,870669244,5,Çok güzel çok beğendim diğer renklerinide almıştım,1739989132884,positive,0.9792496562004089
563244059,870669244,4,ben ürünün Strawberry velvet olanı istemiştim peach geldi ama yinede dudağımda güzel durdu ayrıca tester ürün göndermislerrrr çok teşekkürler,1755166840375,negative,0.9117100834846497
601097694,870669244,5,Yağlı formuyla çok beğendim,1767373867150,positive,0.779807984828949
493258672,870669244,5,Favori balm cidden çok hoş bi dokusu var tadı çok güzel kokusuda. İndirimde stoklu aldım sizde alın yazın için harika bi balm,1746019444061,positive,0.967899739742279
483721944,870669244,4,Rengi dokusu çok güzel kaliteli bir ürün,1743104020700,positive,0.726972758769989
541847706,870669244,5,"Ay çok güzel çoookkk iyi ki almışım tadı, kokusu dudakta duruşu harikaaa… en sevdiğim en sevdiğim🌺",1746879521409,positive,0.9973394274711609
481969173,870669244,5,"Muhteşem ❤️ Soğuk tonlu kahve kontür bir kalemle hatları belirginleştirdim ve az sürdüm, duruşu bu şekilde. Kat kat renk yoğunlaştırılabilir hiç yapış yapış değil çok konforlu her renginden almayı düşünüyorum 💃",1742566399632,positive,0.9970421195030212
476048709,870669244,5,Rengine bayıldımmm,1740731864056,positive,0.9806386828422546
463026982,870669244,5,rengi cokk güzell kokusu da tam bi çilekk😍,1736599061504,positive,0.9932206869125366
554129689,870669244,5,Bayılarak kullanıyorum aşırı iyi nemlendiriyor onarıyor,1751456047671,negative,0.8240172266960144
590727705,870669244,4,güzel beğendim kaliteli,1764332711442,positive,0.743412435054779
464896530,870669244,5,Çok başarılı kokusu şeker gibi ilk izlenim için ben beğendim duruşunu ekledim,1737118425283,positive,0.9949755668640137
466668115,870669244,5,"rengi aşırı doğal, çok güzel. sürümü de rahat. yapış yapış da değil asla.",1737669958591,positive,0.9442036151885986
